1.67532e-11;2.58475e-11;1.7966e-07;1.22979e-05;6.93237e-16;2.49949e-11;3.50618e-16;0.999987;9.08116e-11;1.48241e-09;7;
2.34833e-08;1.08126e-06;0.99997;2.76559e-05;3.20994e-12;4.00891e-09;1.59407e-06;3.19198e-12;1.57333e-07;9.85686e-12;2;
5.65311e-09;0.999715;0.000223152;6.5242e-06;4.81819e-07;1.27315e-07;2.173e-06;1.41684e-05;3.83351e-05;6.32791e-08;1;
0.999986;1.82532e-10;9.02763e-06;8.14785e-09;7.2378e-12;3.34106e-09;1.1525e-06;3.91574e-06;7.38123e-11;4.7822e-08;0;
1.34927e-08;2.0396e-10;3.19422e-07;1.77348e-10;0.999615;1.23172e-08;2.82129e-07;2.40269e-06;1.69053e-08;0.000382052;4;
8.79739e-11;0.999989;7.94248e-07;3.90072e-07;1.59965e-08;1.00644e-10;3.30783e-09;9.28593e-06;2.12301e-07;9.14626e-09;1;
1.18752e-11;8.08136e-10;1.25619e-11;1.92165e-09;0.999981;2.12879e-06;1.06943e-09;1.31396e-07;6.8652e-06;9.9216e-06;4;
1.12104e-11;3.61224e-08;3.39946e-09;6.28692e-06;5.87414e-07;2.36205e-09;3.26605e-12;7.11666e-08;1.93919e-08;0.999993;9;
0.000342598;2.01818e-07;0.00161112;5.54714e-10;0.00300411;0.00590146;0.988848;3.61085e-09;1.17946e-05;0.000280794;5;
1.07813e-09;1.98367e-09;1.81155e-10;2.15492e-05;8.49383e-06;4.17186e-08;4.27953e-11;1.36942e-05;5.80174e-06;0.99995;9;
1;2.76845e-13;6.43603e-08;2.24172e-13;1.27366e-13;6.66669e-10;1.43001e-10;6.85958e-13;6.31762e-13;2.30728e-08;0;
1.85395e-05;3.12457e-08;6.05869e-05;7.18158e-09;4.89788e-06;1.50115e-08;0.999859;1.83229e-06;5.47004e-05;1.74872e-07;6;
9.99822e-10;8.50947e-08;2.02663e-09;0.000489951;3.15815e-06;6.69779e-06;2.13261e-11;1.09074e-05;1.86069e-07;0.999489;9;
1;1.03772e-14;4.68899e-10;1.48809e-14;1.17618e-12;1.39524e-09;5.35056e-09;3.04124e-09;5.96661e-11;1.53442e-07;0;
1.91398e-11;0.999999;9.76266e-09;4.08241e-07;1.85281e-08;3.83164e-07;1.25855e-08;6.31222e-09;4.78088e-07;2.26876e-09;1;
1.18049e-08;8.16092e-07;7.91387e-08;0.00437606;6.54705e-09;0.995622;3.4143e-08;1.34549e-09;9.38796e-07;3.69483e-07;5;
7.70758e-08;9.93097e-11;7.02884e-09;5.1904e-07;7.04356e-06;1.27633e-09;6.79446e-11;0.000249365;1.19579e-07;0.999743;9;
3.35528e-12;1.23282e-13;4.23973e-09;3.32987e-07;1.04166e-16;9.32149e-14;9.84491e-18;1;1.203e-14;2.39269e-10;7;
3.98467e-08;3.46041e-06;0.000212136;0.998938;7.74843e-08;9.53838e-05;2.71519e-06;3.19373e-06;0.000743396;1.60577e-06;3;
7.07294e-12;6.58083e-11;4.00999e-10;1.48057e-11;1;1.64102e-10;9.25606e-11;2.37255e-08;8.34541e-11;4.87569e-08;4;
3.3052e-06;7.61906e-07;6.98631e-10;0.000199962;1.94206e-06;4.36301e-05;4.11845e-11;0.00262916;1.03127e-06;0.99712;9;
1.52133e-08;3.71169e-13;2.3714e-09;1.39449e-12;2.64031e-10;2.04383e-05;0.999979;6.5804e-13;2.42098e-07;2.08053e-12;6;
1.2492e-08;9.6045e-09;1.2043e-05;1.40104e-09;0.00032939;2.83217e-09;0.999648;1.03747e-05;4.62325e-07;4.16949e-10;6;
1.09115e-08;1.72743e-10;1.65412e-11;1.36457e-08;8.13358e-11;0.999999;1.04504e-06;2.04865e-13;7.72913e-10;2.00712e-10;5;
6.66129e-09;1.08419e-08;7.68293e-08;5.62616e-10;0.999944;2.22654e-07;3.71273e-08;3.36856e-06;4.93628e-09;5.19843e-05;4;
1;4.75462e-20;3.81506e-13;1.48834e-20;1.08083e-14;1.88512e-17;8.8466e-11;1.01678e-13;2.15754e-14;1.11883e-11;0;
2.77652e-07;3.61496e-09;4.58572e-08;4.93899e-05;1.57544e-11;3.76168e-08;3.63875e-12;0.999813;7.14163e-09;0.000137452;7;
3.39647e-13;1.1518e-12;2.06541e-11;3.04294e-11;0.999998;4.12352e-10;6.52145e-12;8.20817e-10;2.63974e-11;2.13692e-06;4;
0.999998;8.77913e-15;1.68718e-06;2.45236e-12;1.92466e-15;2.072e-10;3.85899e-12;2.22837e-10;1.61201e-13;4.88548e-09;0;
1.14917e-09;0.999655;5.32181e-07;0.000157267;1.31393e-05;0.000115317;3.93583e-06;1.56531e-07;5.40367e-05;6.86844e-07;1;
8.23088e-12;3.51734e-09;5.95681e-12;0.999995;3.26485e-11;1.95932e-06;1.40103e-14;1.92168e-09;2.31734e-10;2.9658e-06;3;
5.47632e-08;0.99927;7.0866e-07;0.000238308;0.000130011;0.000156347;2.73662e-06;3.3853e-05;8.32811e-05;8.5021e-05;1;
4.63256e-13;3.9876e-09;6.6944e-12;1;2.36286e-10;4.02543e-09;8.40044e-15;7.13126e-12;1.92577e-09;3.57771e-09;3;
0.00870178;6.76109e-11;3.85425e-05;2.25711e-13;0.6834;9.82998e-05;0.307759;1.35069e-07;2.23245e-06;4.3278e-07;4;
