5.34845e-08;7.49348e-10;8.08347e-07;2.08229e-05;5.22236e-10;2.33026e-08;5.24127e-12;0.999965;4.80859e-07;1.25033e-05;7;
0.00133427;3.20296e-05;0.850428;0.00166909;1.54646e-07;0.000241294;0.144828;1.12281e-11;0.00145633;1.06292e-05;2;
3.64305e-06;0.996276;0.00204591;0.000421053;2.19402e-05;1.64413e-05;0.000283816;0.000372296;0.000515012;4.42546e-05;1;
0.99982;2.55039e-10;1.11201e-05;1.6532e-05;5.37573e-10;8.99975e-05;9.38092e-06;4.46447e-05;2.41844e-06;6.39594e-06;0;
2.09246e-08;7.46422e-08;3.56082e-05;5.4962e-07;0.998896;3.07092e-08;0.000234615;9.74801e-07;1.07161e-06;0.000831496;4;
2.01199e-07;0.999328;0.000137334;9.39855e-05;3.63977e-06;6.49178e-07;1.9175e-06;0.000266145;0.000161111;7.03019e-06;1;
2.68898e-08;1.04687e-07;1.9508e-08;1.14307e-05;0.998871;8.73272e-05;3.14136e-06;1.7199e-07;0.000124243;0.000902723;4;
6.51358e-08;0.000934083;2.19537e-06;0.00209113;0.000305778;0.000155068;1.13192e-05;0.0205092;0.00120465;0.974787;9;
0.00375323;0.000136907;0.22098;1.91641e-07;0.0393123;0.000403512;0.73518;6.68534e-10;0.000230777;2.41719e-06;5;
3.01516e-06;5.75927e-08;5.52331e-08;1.67142e-06;0.00523116;3.46914e-06;4.12082e-06;0.0526206;0.000263367;0.941872;9;
0.998381;7.81939e-09;0.000602486;2.35965e-05;2.80409e-07;0.000561793;0.000117365;2.57518e-09;0.000313079;9.91459e-08;0;
1.68971e-06;5.16848e-05;0.0054769;1.45874e-05;0.000177803;6.70122e-07;0.994187;7.80209e-08;8.85502e-05;1.65702e-06;6;
9.67673e-07;1.33341e-08;6.38698e-06;4.59464e-05;0.00188095;3.40241e-05;9.32756e-07;0.00088486;0.000168316;0.996978;9;
0.998461;4.64956e-10;1.44525e-05;2.93053e-06;4.49464e-08;0.000264005;3.51728e-07;6.73162e-06;0.00101348;0.000237251;0;
3.74461e-08;0.99968;8.39379e-06;6.95177e-05;6.08429e-07;4.82304e-05;1.19748e-05;3.59579e-05;0.000139487;6.01958e-06;1;
0.0117694;6.76587e-05;0.000729761;0.376773;0.007571;0.564754;0.000943589;5.37401e-05;0.0141323;0.023205;5;
4.65688e-07;6.72696e-10;1.0291e-05;1.88032e-05;0.000253163;3.54101e-07;7.59801e-07;0.00639354;1.34598e-05;0.993309;9;
3.52005e-08;2.72881e-10;4.60908e-07;0.000124572;7.07625e-11;1.81304e-09;5.47501e-12;0.999875;7.45053e-08;2.96467e-07;7;
1.11759e-05;2.55014e-05;0.012825;0.965304;0.00179873;0.000244418;0.0193205;5.97791e-08;0.000393207;7.68415e-05;3;
8.89712e-07;9.93099e-07;3.30275e-05;0.00195598;0.997552;3.2281e-06;6.72083e-05;1.93658e-05;3.22358e-05;0.000335308;4;
1.8126e-06;1.05812e-07;7.26072e-10;0.000293792;2.57162e-06;6.60994e-06;1.86454e-10;0.109905;9.18233e-05;0.889698;9;
1.66686e-05;4.86902e-08;6.59565e-05;5.24736e-07;6.63598e-05;0.00174405;0.998013;1.60719e-11;9.10768e-05;2.08192e-06;6;
5.92716e-08;0.0100599;0.0175643;2.2832e-05;0.0339609;1.76912e-08;0.93623;0.00185113;0.000273454;3.78302e-05;6;
0.000700262;6.84206e-08;2.23413e-07;0.000129253;2.45758e-05;0.998983;2.19409e-06;8.77044e-10;0.000159103;1.11449e-06;5;
4.43574e-07;3.45307e-06;0.00054402;3.42809e-05;0.997935;1.07232e-06;0.000208112;6.05125e-05;3.26227e-06;0.0012099;4;
0.999983;1.82962e-11;1.43734e-06;2.69585e-09;3.18634e-09;6.70056e-06;7.44698e-06;2.04279e-10;9.83475e-07;5.13388e-09;0;
1.11738e-06;5.22201e-07;1.24568e-06;5.62261e-05;2.40597e-06;5.10015e-07;2.84387e-08;0.993131;5.13037e-06;0.00680207;7;
4.24347e-08;5.2326e-08;8.88528e-06;4.98731e-06;0.998145;5.28952e-06;2.42802e-05;1.11991e-06;2.8439e-06;0.00180807;4;
0.999954;1.67616e-11;6.78855e-06;1.03697e-05;8.19107e-11;8.80645e-06;5.21293e-08;5.38054e-07;4.82614e-06;1.46261e-05;0;
2.42626e-07;0.987442;0.000110301;0.00052476;0.000160527;0.00292882;0.00174873;5.57564e-06;0.00707666;2.41342e-06;1;
3.69645e-07;4.87662e-08;5.36907e-09;0.996861;1.04054e-09;0.00307087;2.76896e-10;1.49277e-05;5.54664e-06;4.67625e-05;3;
